id,base_id,selected_names,selected_from_names,selected_categories,selected_from_categories,selected_websites,selected_from_websites,selected_phones,selected_from_phones,selected_addresses,selected_from_addresses,selected_emails,selected_from_emails,selected_socials,selected_from_socials
08f464e02c8cb91103f2b25f4d91e8cc,1407374883879031,"{""primary"":""Castle at Princeville""}",current,"{""primary"":""resort"",""alternate"":[""hotel"",""lodge""]}",current,"[""""]",base,"[""8088269066""]",base,"[{""freeform"":""5300 Ka Haku Rd Ste C"",""locality"":""Princeville"",""postcode"":""96722"",""region"":""HI"",""country"":""US""}]",current,,current,,base
08f44c122e7b5514035ad2530568b3f1,562949957292295,"{""primary"":""Shell""}",current,"{""primary"":""gas_station"",""alternate"":[""convenience_store"",""energy_company""]}",current,"[""https://find.shell.com/us/fuel/10000491-1100-holcomb-bridge-road""]",base,"[""+17705524927""]",current,"[{""freeform"":""1100 Holcomb Bridge Rd"",""locality"":""Roswell"",""postcode"":""30076-1902"",""region"":""GA"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/129289117670703""]",current
2251799819023206,562949959010956,"{""primary"":""Nordstrom Downtown Seattle""}",current,"{""primary"":""clothing_store"",""alternate"":[""department_store"",""retail""]}",current,"[""https://www.nordstrom.com/store-details/nordstrom-downtown-seattle?utm_source=bing&utm_medium=organic&utm_campaign=fls&utm_content=1&utm_channel=low_nd_seo_local&sp_source=bing&sp_campaign=fls""]",base,"[""2066282111""]",base,"[{""freeform"":""500 Pine St"",""locality"":""Seattle"",""region"":""WA"",""country"":""US"",""postcode"":""98101""}]",current,,current,,base
08f1e8331a21da2b03ae617db4b7b01c,1407374888389064,"{""primary"":""Conad""}",current,"{""primary"":""supermarket"",""alternate"":[""grocery_store"",""delicatessen""]}",current,"[""https://www.conad.it/ricerca-negozi/conad-via-santa-maria-nuova-31-81050--san-tammaro--007129""]",base,"[""+390823793842""]",current,"[{""freeform"":""VIA SANTA MARIA NUOVA 31"",""locality"":""San Tammaro"",""region"":""CE"",""country"":""IT"",""postcode"":""81050""}]",base,,current,"[""https://www.facebook.com/106549911008318""]",current
08f44a966ad86ae40341ae6d783ab450,1970324842086184,"{""primary"":""AdventHealth Medical Group GYN Surgery at Deltona""}",base,"{""primary"":""obstetrician_and_gynecologist"",""alternate"":[""doctor"",""health_and_medical""]}",current,"[""""]",base,"[""3867404015""]",base,"[{""freeform"":""1745 Sterling Silver Blvd Ste 104"",""locality"":""Deltona"",""postcode"":""32725"",""region"":""FL"",""country"":""US""}]",current,,current,,base
08f44137216d105403e8dcb957543e94,1688849860612564,"{""primary"":""Norman Love Confections""}",current,"{""primary"":""chocolatier"",""alternate"":[""desserts"",""bakery""]}",current,"[""http://www.normanloveconfections.com/""]",base,"[""+12395617215""]",current,"[{""freeform"":""11380 Lindbergh Blvd"",""locality"":""Fort Myers"",""postcode"":""33913-8851"",""region"":""FL"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/155690987484""]",current
1125899909563915,844424934968375,"{""primary"":""AKRA GmbH""}",current,"{""primary"":""business_management_services"",""alternate"":[""consultant_and_general_service"",""it_service_and_computer_repair"",""software_development"",""business_to_business_services"",""corporate_office"",""business_to_business"",""private_establishments_and_corporates""]}",current,"[""http://www.akra.de/""]",base,"[""04030953530""]",base,"[{""freeform"":""Domstr. 17"",""locality"":""Hamburg"",""region"":"""",""country"":""DE"",""postcode"":""20095""}]",base,,current,,base
08f1fa92de5b0082037f3d436a2668d0,1125899912539050,"{""primary"":""Schott-Rohrglas GmbH""}",current,"{""primary"":""active_life"",""alternate"":[""business_to_business""]}",base,"[""https://www.schott.com/tubing""]",base,"[""+499633800""]",current,"[{""freeform"":""Erich-Schott-Str. 14"",""locality"":""Mitterteich"",""region"":""Bayern"",""country"":""DE"",""postcode"":""95666""}]",base,,current,"[""https://www.facebook.com/181585835207423""]",current
1688849864825791,281474976961138,"{""primary"":""Wesley Willows""}",current,"{""primary"":""political_organization"",""alternate"":[""assisted_living_facility"",""government_services"",""organization"",""health_and_medical""]}",current,"[""http://wesleywillows.org/""]",base,"[""8153161500""]",base,"[{""freeform"":""4141 N Rockton Ave"",""locality"":""Rockford"",""region"":""IL"",""country"":""US"",""postcode"":""61103""}]",current,,current,,base
08f28d0a5615611c037c782aba7e8a79,1407374887942193,"{""primary"":""Enterprise Rent-A-Car""}",current,"{""primary"":""car_rental_agency"",""alternate"":[""truck_rentals"",""travel""]}",current,"[""""]",base,"[""+13606532319""]",current,"[{""freeform"":""9015 State Ave"",""locality"":""Marysville"",""postcode"":""98270-2502"",""region"":""WA"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/772224842814187""]",current
1125899911666117,1407374885201017,"{""primary"":""Walmart Supercenter""}",base,"{""primary"":""department_store"",""alternate"":[""retail""]}",base,"[""https://www.walmart.com/store/1676-tell-city-in/""]",base,"[""8125478434""]",base,"[{""freeform"":""730 US Highway 66 E"",""locality"":""Tell City"",""region"":""IN"",""country"":""US"",""postcode"":""47586""}]",current,,current,,base
1125899911893231,2251799818715091,"{""primary"":""Classic Plumbing Solutions""}",current,"{""primary"":""plumbing""}",base,"[""http://classicplumbingsolutions.com/""]",base,"[""5403757378""]",base,"[{""freeform"":""923 Florida St"",""locality"":""Salem"",""region"":""VA"",""country"":""US"",""postcode"":""24153""}]",current,,current,,base
562949961208650,562949961209185,"{""primary"":""The Mind Body And Soul Coach Kathy Yvanovich""}",base,"{""primary"":""physical_therapy"",""alternate"":[""wellness_program"",""active_life"",""health_and_medical""]}",current,"[""http://www.themindbodyandsoulcoach.com/""]",base,"[""07753699232""]",base,"[{""freeform"":""117 Casino Ave, Herne Hill"",""locality"":""London"",""region"":""Southwark"",""country"":""GB"",""postcode"":""SE24 9PP""}]",base,,current,,base
08f2aa8c2116153403b1841673cd148d,1970324839178353,"{""primary"":""DaVita Loch Raven Dialysis""}",current,"{""primary"":""dialysis_clinic"",""alternate"":[""health_and_medical""]}",current,"[""https://www.davita.com/locations/md/baltimore/5315-york-rd--11671""]",base,"[""8665446741""]",base,"[{""freeform"":""5315 York Rd"",""locality"":""Baltimore"",""postcode"":""21212"",""region"":""MD"",""country"":""US""}]",current,,current,,base
08f2a1072d2e49ac039e3d9a8ddf6289,1125899912279720,"{""primary"":""House Bar""}",current,"{""primary"":""hotel_bar"",""alternate"":[""american_restaurant"",""bar""]}",current,"[""https://www.facebook.com/housebarbrooklyn""]",base,"[""+17188758800""]",current,"[{""freeform"":""125 Flatbush Ave Ext 1st Floor"",""locality"":""Brooklyn"",""region"":""NY"",""country"":""US"",""postcode"":""11201""}]",base,,current,"[""https://www.facebook.com/100142015907653""]",current
08f195bc5ca82d0e03aa687209b92b3a,1125899912420059,"{""primary"":""Hydramatic""}",current,"{""primary"":""engineering_services"",""alternate"":[""industrial_equipment"",""agricultural_service""]}",current,"[""https://www.hydramatic.co.uk/""]",base,"[""+441823660639""]",current,"[{""freeform"":""Unit 1J Castle Rd"",""locality"":""Wellington"",""region"":"""",""country"":""GB"",""postcode"":""TA21 9JQ""}]",base,,current,"[""https://www.facebook.com/142099325957034""]",current
08f2661b2228b3990350416b04e58e61,1125899907016311,"{""primary"":""Hollyhock Hill Restaurant""}",base,"{""primary"":""chicken_restaurant"",""alternate"":[""american_restaurant"",""southern_restaurant""]}",current,"[""http://www.hollyhockhill.com/""]",base,"[""+13172512294""]",current,"[{""freeform"":""8110 N College Ave"",""locality"":""Indianapolis"",""postcode"":""46240-2554"",""region"":""IN"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/142551169910""]",current
08f088557537354903c275dd5a290659,281474979775993,"{""primary"":""Scandic CH""}",current,"{""primary"":""hotel"",""alternate"":[""accommodation"",""buffet_restaurant""]}",current,"[""http://www.scandichotels.com/ch""]",base,"[""+46264958400""]",current,"[{""freeform"":""Nygatan 45"",""locality"":""Gävle"",""postcode"":""803 11"",""country"":""SE""}]",current,,current,"[""https://www.facebook.com/103638213047870""]",current
1125899909900384,2251799818810366,"{""primary"":""Mail Boxes Etc""}",base,"{""primary"":""courier_and_delivery_services"",""alternate"":[""printing_services"",""shipping_center""]}",current,"[""https://www.mbe.co.uk/londongreenwich""]",base,"[""02088585573""]",base,"[{""freeform"":""151 Trafalgar Rd"",""locality"":""London"",""region"":"""",""country"":""GB"",""postcode"":""SE10 9TX""}]",current,,current,,base
281474978056093,281474980569845,"{""primary"":""Harry's Smoke and Vapor""}",current,"{""primary"":""tobacco_shop"",""alternate"":[""e_cigarette_store"",""retail""]}",current,"[""http://harrysomaha.shop/""]",base,"[""4029654078""]",base,"[{""freeform"":""238 N 114th St"",""locality"":""Omaha"",""region"":""NE"",""country"":""US"",""postcode"":""68154""}]",current,,current,,base
1407374890964542,1688849864578240,"{""primary"":""Comfort Keepers Senior Home Care""}",current,"{""primary"":""home_health_care"",""alternate"":[""personal_care_service"",""skilled_nursing"",""health_and_medical""]}",current,"[""https://www.comfortkeepers.com/offices/california/coronado""]",base,"[""6194356318""]",base,"[{""freeform"":""830 Orange Ave Ste J2"",""locality"":""Coronado"",""region"":""CA"",""country"":""US"",""postcode"":""92118""}]",current,,current,,base
08f44d54214c0cce03e447f9267ba21c,1125899908250074,"{""primary"":""Doctors Care - Bluffton""}",base,"{""primary"":""family_practice"",""alternate"":[""hospital"",""doctor""]}",current,"[""https://doctorscare.com/Bluffton""]",base,"[""+18437570676""]",current,"[{""freeform"":""64 Bluffton Rd"",""locality"":""Bluffton"",""postcode"":""29910-7621"",""region"":""SC"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/152179564821842""]",current
08f2baa4a38803b4030fff24e83b9e53,1407374891431872,"{""primary"":""Industria Pizzeria + Bar""}",base,"{""primary"":""pizza_restaurant"",""alternate"":[""italian_restaurant"",""restaurant""]}",current,"[""https://industriapizzeria.com/restaurant/blainville/""]",base,"[""+14504204242""]",current,"[{""freeform"":""1323 Boulevard Michèle-Bohec"",""locality"":""Blainville"",""postcode"":""J7C 0P8"",""region"":""QC"",""country"":""CA""}]",current,,current,"[""https://www.facebook.com/431954747297410""]",current
08f392ea0d4ea8da03cde6ad03c0fe74,281474979684181,"{""primary"":""Lupa Supermercados""}",current,"{""primary"":""supermarket"",""alternate"":[""retail""]}",current,"[""http://lupa.com/""]",base,"[""900200328""]",base,"[{""freeform"":""Avda. Obispo Panduro y Villafañe, 39"",""locality"":""Valderas"",""postcode"":""24220"",""region"":""León"",""country"":""ES""}]",current,,current,,base
1407374890265953,1970324841450303,"{""primary"":""Reled""}",base,"{""primary"":""furniture_manufacturers"",""alternate"":[""b2b_furniture_and_housewares"",""auto_electrical_repair"",""performing_arts"",""electrician"",""printing_services"",""commercial_printer"",""business_to_business_services"",""arts_and_entertainment"",""automotive"",""business_to_business"",""retail""]}",current,"[""https://sites.google.com/reled.it/reledofficial/home""]",base,"[""3465704088""]",base,"[{""freeform"":""Via Premuda 40 B"",""locality"":""Reggio Emilia"",""region"":""RE"",""country"":""IT"",""postcode"":""42123""}]",base,,current,,base
08f3c1b8a5d25950033385029a075357,1688849865331881,"{""primary"":""IndianOil""}",current,"{""primary"":""tire_dealer_and_repair"",""alternate"":[""automotive"",""gas_station""]}",current,"[""https://locator.iocl.com/indianoil-kulik-highway-service-petrol-pump-baharail-raiganj-232657/Home?utm_source=locator&utm_medium=bing""]",base,"[""+919434961369""]",current,"[{""freeform"":""Lock No 22026/93040 & 12015/93429, NH 34, Raiganj, Kulik, Rt 158 Km, Baharail"",""locality"":""Raiganj"",""region"":""West Bengal"",""country"":""IN"",""postcode"":""733134""}]",base,,current,"[""https://www.facebook.com/162361867621642""]",current
08f1e32073664d8e03a9627c0f7807a8,1407374888553426,"{""primary"":""Sparkasse Oberösterreich - SB-Standort""}",current,"{""primary"":""bank_credit_union"",""alternate"":[""business_banking_service""]}",current,"[""http://www.sparkasse.at/oberoesterreich""]",base,"[""05010040070""]",base,"[{""freeform"":""Haibach/Schärding 9"",""locality"":""Freinberg"",""postcode"":""4785"",""country"":""AT""}]",current,,current,,base
08f260e25c7121b303d84b33416f785d,844424933617314,"{""primary"":""Bitcoin Depot | Bitcoin ATM""}",base,"{""primary"":""atms"",""alternate"":[""currency_exchange""]}",current,"[""https://bitcoindepot.com/""]",base,"[""+16784359604""]",current,"[{""freeform"":""8524 Park Dr"",""locality"":""Omaha"",""postcode"":""68127-3622"",""region"":""NE"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/101690422257852""]",current
08f28d362415b35b0378114cb9e90f8e,562949965214967,"{""primary"":""Hope Golf & Country Club""}",current,"{""primary"":""golf_course"",""alternate"":[""active_life""]}",current,"[""https://hopegolfandcountry.club/home""]",base,"[""+12363551114""]",current,"[{""freeform"":""900 Golf Course Rd"",""locality"":""Hope"",""postcode"":""V0X"",""region"":""BC"",""country"":""CA""}]",current,,current,"[""https://www.facebook.com/106701532061728""]",current
08f2b9920635d84a03e9fe2ad85dd221,844424934000082,"{""primary"":""Bowlers World""}",current,"{""primary"":""sporting_goods"",""alternate"":[""park"",""archery_shop""]}",current,"[""http://www.12xtech.com/""]",base,"[""+15854243720""]",current,"[{""freeform"":""1000 Hylan Dr Ste C1"",""locality"":""Rochester"",""region"":""NY"",""country"":""US"",""postcode"":""14623""}]",base,,current,"[""https://www.facebook.com/243889485816185""]",current
08f2a13d5404dc480319e2da6ea564d2,1407374886257358,"{""primary"":""Life Storage""}",current,"{""primary"":""self_storage_facility"",""alternate"":[""storage_facility"",""packing_supply""]}",current,"[""https://www.lifestorage.com/storage-units/new-jersey/trenton/08831/757-in-jamesburg/""]",base,"[""+17329632406""]",current,"[{""freeform"":""268 Gatzmer Ave"",""locality"":""Jamesburg"",""postcode"":""08831-1102"",""region"":""NJ"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/484730951396960""]",current
1970324838595778,2251799819990810,"{""primary"":""Benchley's Amish Furniture & Gifts""}",current,"{""primary"":""furniture_assembly"",""alternate"":[""retail""]}",current,"[""http://www.benchleysfurniture.com/""]",base,"[""9893940060""]",base,"[{""freeform"":""9425 Tobacco Dr"",""locality"":""Clare"",""region"":""MI"",""country"":""US"",""postcode"":""48617""}]",current,,current,,base
08f194ac2641827303a8c9d8d0f63cfb,1970324840712730,"{""primary"":""Paddy Power""}",current,"{""primary"":""betting_center"",""alternate"":[""shopping""]}",current,"[""https://locator.pponside.com/store/London%20Road%20Croydon""]",base,"[""+448000565275""]",current,"[{""freeform"":""229-231 London Road"",""locality"":""Croydon"",""region"":"""",""country"":""GB"",""postcode"":""CR0 2RL""}]",base,,current,"[""https://www.facebook.com/534564466731691""]",current
08f274826e393b6c0392b9477b888222,1125899909569925,"{""primary"":""Samantha Grundemann, PA-C""}",current,"{""primary"":""physician_assistant"",""alternate"":[""doctor"",""health_and_medical""]}",current,"[""https://www.bronsonhealth.com/doctors/samantha-grundemann/""]",base,"[""2697819867""]",base,"[{""freeform"":""212 Winston Dr"",""locality"":""Marshall"",""postcode"":""49068"",""region"":""MI"",""country"":""US""}]",current,,current,,base
08f30cbaa316200e0343d4c48c677352,1125899912745482,"{""primary"":""セルフ写真館Blanc""}",current,"{""primary"":""event_photography"",""alternate"":[""professional_services""]}",current,"[""https://www.photostudioblanc.com/""]",base,"[""+819034357800""]",current,"[{""freeform"":""有明町2-2 GRIN-CREATIONS 2F"",""locality"":""益田市"",""region"":""島根県"",""country"":""JP"",""postcode"":""〒698-0022""}]",base,,current,"[""https://www.facebook.com/186353274564618""]",current
08f481b4867658ec03b5f0816ebcd5d2,08f481b48676962103e39da84bd00475,"{""primary"":""Centauro Automotriz Matriz""}",base,"{""primary"":""used_car_dealer"",""alternate"":[""automotive""]}",base,"[""http://www.centauro-vw.com.mx/""]",base,"[""+526255820022""]",current,"[{""freeform"":""Av. Américas y Vallarta S/N"",""locality"":""Chihuahua"",""postcode"":""31160"",""region"":""Campeche"",""country"":""MX""}]",base,,current,"[""https://www.facebook.com/111476263884548""]",current
281474980673229,844424932970367,"{""primary"":""Downtown Dapper A Cutting Room""}",current,"{""primary"":""barber"",""alternate"":[""beauty_and_spa""]}",current,"[""https://downtowndapperacuttingroom.com/""]",base,"[""5632993620""]",base,"[{""freeform"":""312 Sycamore St Unit C"",""locality"":""Muscatine"",""region"":""IA"",""country"":""US"",""postcode"":""52761""}]",current,,current,,base
08f196dc19cec29e039c393b80faafaf,562949962028398,"{""primary"":""Warenhuis Pijnacker""}",current,"{""primary"":""children's_clothing_store"",""alternate"":[""appliance_store"",""clothing_store"",""pharmaceutical_products_wholesaler"",""wholesaler"",""department_store"",""pharmaceutical_companies"",""surgical_appliances_and_supplies"",""drugstore"",""business_equipment_and_supply"",""b2b_medical_support_services"",""business_to_business"",""retail""]}",base,"[""http://www.pijnacker.frl/""]",base,"[""+31518412376""]",current,"[{""freeform"":""Hoofdstraat, 46"",""locality"":""FERWERT"",""region"":""Friesland"",""country"":""NL"",""postcode"":""9172 MP""}]",base,,current,"[""https://www.facebook.com/1501156080105691""]",current
08f2660d202340aa0316e3f6ed6136e5,1125899912782140,"{""primary"":""Strictly Business Motors Inc""}",base,"{""primary"":""car_dealer"",""alternate"":[""automotive_consultant"",""automotive_dealer""]}",current,"[""https://www.strictlybizmotors.com/""]",base,"[""8155735855""]",base,"[{""freeform"":""903 S Schuyler Ave"",""locality"":""Kankakee"",""postcode"":""60901-5023"",""region"":""IL"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/742644079100894""]",current
08f195c3adce990503c50124c927348e,1125899908806520,"{""primary"":""Billy Bear's Nursery""}",base,"{""primary"":""elementary_school"",""alternate"":[""preschool"",""child_care_and_day_care"",""school"",""education""]}",base,"[""http://billybearsnursery.com/""]",base,"[""+441217442332""]",current,"[{""freeform"":""Brownley Road"",""locality"":""Solihull"",""region"":"""",""country"":""GB"",""postcode"":""B90 4QP""}]",base,,current,"[""https://www.facebook.com/154587304399215""]",current
1125899912330072,1688849865868838,"{""primary"":""Golden State Dermatology""}",current,"{""primary"":""cosmetic_surgeon"",""alternate"":[""dermatologist"",""doctor"",""health_and_medical""]}",current,"[""https://www.goldenstatedermatology.com/modesto/?utm_source=Bing&utm_medium=Yext""]",base,"[""2095249481""]",base,"[{""freeform"":""1324 Nelson Ave Ste B"",""locality"":""Modesto"",""region"":""CA"",""country"":""US"",""postcode"":""95350""}]",base,,current,,base
08f29a115e84c2a403e23dd743811ca2,1407374883732043,"{""primary"":""Martinelli Law Group""}",current,"{""primary"":""lawyer"",""alternate"":[""divorce_and_family_law"",""legal_services""]}",current,"[""http://www.martinelli-lawgroup.com/""]",base,"[""+18888094713""]",current,"[{""freeform"":""28422 Constellation Rd Ste 208"",""locality"":""Valencia"",""region"":""CA"",""country"":""US"",""postcode"":""91355""}]",base,,current,"[""https://www.facebook.com/472212809490345""]",current
08f275922226a40b03fa3c4693070159,844424930419169,"{""primary"":""Cove Hair Salon""}",current,"{""primary"":""hair_salon"",""alternate"":[""beauty_and_spa"",""beauty_salon""]}",current,"[""http://www.covehair.com/""]",base,"[""+18478954447""]",current,"[{""freeform"":""516 W Wise Rd"",""locality"":""Schaumburg"",""postcode"":""60193-3815"",""region"":""IL"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/113878281987379""]",current
08f194ad1640caae0374357bf0bb336d,1688849865563806,"{""primary"":""Fenix Funeral""}",current,"{""primary"":""funeral_services_and_cemeteries""}",base,"[""https://fenixfuneral.co.uk/funeral-directors/greater-london/battersea/?utm_source=bing_location&utm_medium=organic&utm_campaign=430""]",base,"[""08081963430""]",base,"[{""freeform"":""55-57 Sloane Avenue"",""locality"":""London"",""postcode"":""SW3 3DH"",""country"":""GB""}]",current,,current,,base
1407374886321395,562949964644692,"{""primary"":""Beltone Hearing Aid Center""}",current,"{""primary"":""hearing_aids"",""alternate"":[""medical_supply"",""hospital_equipment_and_supplies"",""hearing_aid_provider"",""b2b_medical_support_services"",""business_to_business"",""retail""]}",current,"[""https://beltonealliance.com/""]",base,"[""4178644327""]",base,"[{""freeform"":""321 E Broadway St"",""locality"":""Monett"",""region"":""MO"",""country"":""US"",""postcode"":""65708""}]",current,,current,,base
08f26610dd02e62b03cb2f6c44b0c9b4,1125899911498798,"{""primary"":""The Maids in Greenwood and Terre Haute""}",base,"{""primary"":""home_cleaning"",""alternate"":[""shopping""]}",current,"[""https://www.maids.com/252/""]",base,"[""+18775058906""]",current,"[{""freeform"":""3197 S US 231, Unit B"",""locality"":""Greencastle"",""region"":""IN"",""country"":""US"",""postcode"":""46135""}]",base,,current,"[""https://www.facebook.com/180139912091219""]",current
08f446cae16eb91003201a61f0fc681d,562949959104756,"{""primary"":""Bacaro Kitchen & Wine Bar""}",current,"{""primary"":""italian_restaurant"",""alternate"":[""wine_bar"",""american_restaurant""]}",current,"[""http://bacarokitchen.com/""]",base,"[""+12817596300""]",current,"[{""freeform"":""14021 Memorial Dr"",""locality"":""Houston"",""postcode"":""77079"",""region"":""TX"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/1035300950007160""]",current
08f1f8d7a484396203dee4a0e44ffad1,1970324842231416,"{""primary"":""TP Cosmetics GmbH""}",current,"{""primary"":""beauty_and_spa"",""alternate"":[""spas"",""skin_care""]}",current,"[""https://www.tp-cosmetics.de/""]",base,"[""+498955293445""]",current,"[{""freeform"":""Maximilianstr. 36"",""locality"":""München"",""region"":"""",""country"":""DE"",""postcode"":""80539""}]",base,,current,"[""https://www.facebook.com/105272225391152""]",current
08f445205c9a4b190323ff314ae6d024,844424930250877,"{""primary"":""Herrington's The Florist""}",current,"{""primary"":""flowers_and_gifts_shop"",""alternate"":[""shopping""]}",current,"[""""]",base,"[""+12518677085""]",current,"[{""freeform"":""719 Douglas Ave"",""locality"":""Brewton"",""postcode"":""36426-1707"",""region"":""AL"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/155890684446693""]",current
1970324840661956,844424934451857,"{""primary"":""Atria Grapevine""}",current,"{""primary"":""assisted_living_facility"",""alternate"":[""health_and_medical""]}",current,"[""https://atriaseniorliving.com/retirement-communities/atria-grapevine-grapevine-tx/?utm_source=Bing&utm_medium=Chatmeter""]",base,"[""8174168907""]",base,"[{""freeform"":""3975 William D Tate Ave"",""locality"":""Grapevine"",""region"":""TX"",""country"":""US"",""postcode"":""76051""}]",current,,current,,base
1970324840304275,2251799820855798,"{""primary"":""Southwest Nebraska Dental Center - McCook""}",base,"{""primary"":""cosmetic_dentist"",""alternate"":[""general_dentistry"",""dentist"",""health_and_medical""]}",current,"[""http://www.swnebraskadental.com/""]",base,"[""3083452273""]",base,"[{""freeform"":""2009 W J St"",""locality"":""McCook"",""region"":""NE"",""country"":""US"",""postcode"":""69001""}]",current,,current,,base
08f28308d5a4ea9303716a263b3d1a91,1407374887923048,"{""primary"":""Massagebyronn123""}",base,"{""primary"":""spas"",""alternate"":[""physical_therapy"",""massage_therapy""]}",current,"[""https://www.massagebyronn123.com/""]",base,"[""+15107343655""]",current,"[{""freeform"":""Bernhard Ave"",""locality"":""Richmond"",""region"":""CA"",""country"":""US"",""postcode"":""94805""}]",base,,current,"[""https://www.facebook.com/726173977840478""]",current
08f44e2a1a8968ca03eecf08077d1c6e,844424930472185,"{""primary"":""Dolphin Pumps""}",current,"{""primary"":""industrial_equipment"",""alternate"":[""aquarium"",""structure_and_geography""]}",current,"[""http://www.dolphinpumps.com/""]",base,"[""+12293070050""]",current,"[{""freeform"":""2279 Industrial Park Dr"",""locality"":""Cairo"",""postcode"":""39828-2358"",""region"":""GA"",""country"":""US""}]",current,,current,"[""https://www.facebook.com/329718047044326""]",current
1407374890665328,1407374891480066,"{""primary"":""Avila at Rancho Santa Margarita""}",current,"{""primary"":""rental_services"",""alternate"":[""apartments"",""condominium"",""real_estate_service""]}",current,"[""https://www.avila-apts.com/?utm_source=obl&utm_medium=organic""]",base,"[""9497761968""]",base,"[{""freeform"":""22751 El Prado"",""locality"":""Rancho Santa Margarita"",""region"":""CA"",""country"":""US"",""postcode"":""92688""}]",current,,current,,base
08fc99348d15b1b60334905403e7ce3d,1407374888328241,"{""primary"":""West Coast Hi-Fi Rockingham""}",base,"{""primary"":""home_theater_systems_stores"",""alternate"":[""electronics""]}",current,"[""http://www.westcoasthifi.com.au/""]",base,"[""+61895277474""]",current,"[{""freeform"":""4/4 Cessnock Way"",""locality"":""Rockingham"",""region"":""Western Australia"",""country"":""AU"",""postcode"":""6168""}]",base,,current,"[""https://www.facebook.com/259778574896440""]",current
08f446ca8386b86403035e20643b979d,08f446ca8386b86403c1b6524aace5b9,"{""primary"":""Allison Hunt MD""}",base,"{""primary"":""obstetrician_and_gynecologist"",""alternate"":[""doctor"",""medical_center""]}",current,"[""http://www.houstonmethodist.org/doctor/allison-hunt""]",base,"[""7137979666""]",base,"[{""freeform"":""6550 Fannin St, Smith Ste 2221"",""locality"":""Houston"",""postcode"":""77030"",""region"":""TX"",""country"":""US""}]",base,,current,,base
08f26c866337294103a6ea8b3e531f5a,1407374889328175,"{""primary"":""Rally House""}",current,"{""primary"":""sports_wear"",""alternate"":[""fashion_accessories_store"",""men's_clothing_store""]}",current,"[""https://www.rallyhouse.com/stores/l/dallas/11661-preston-road/3500343""]",base,"[""+14698995855""]",current,"[{""freeform"":""11661 Preston Rd Ste 232"",""locality"":""Dallas"",""region"":""TX"",""country"":""US"",""postcode"":""75230""}]",base,,current,"[""https://www.facebook.com/101929019337244""]",current
2251799813795942,562949956158927,"{""primary"":""Planet Fitness""}",base,"{""primary"":""gym"",""alternate"":[""spas"",""active_life"",""beauty_and_spa""]}",current,"[""http://www.planetfitness.com/gyms/manassas-va-513""]",base,"[""7035300123""]",base,"[{""freeform"":""7680 Stream Walk Ln"",""locality"":""Manassas"",""region"":""VA"",""country"":""US"",""postcode"":""20109""}]",current,,current,,base
08f2b9bd1dd0cc0c0315d662bff28bda,1970324838636800,"{""primary"":""Virtual Sting Richmond Hill""}",base,"{""primary"":""fair"",""alternate"":[""amusement_park"",""arcade""]}",current,"[""https://www.virtualsting.com/""]",base,"[""9052375153""]",base,"[{""freeform"":""9737 Yonge street, #204"",""locality"":""Richmond Hill"",""region"":""ON"",""country"":""CA"",""postcode"":""L4C 8S7""}]",base,,current,,base
1970324838691605,562949964699748,"{""primary"":""Southland Casino Hotel""}",base,"{""primary"":""hotel""}",base,"[""https://www.southlandcasino.com/""]",base,"[""8004676182""]",base,"[{""freeform"":""1550 Ingram Blvd"",""locality"":""West Memphis"",""region"":""AR"",""country"":""US"",""postcode"":""72301""}]",current,,current,,base
08f60a25956e9c3203ba91cd4c1ef891,08f60a25956e9c3203da15a3aa9ccbdb,"{""primary"":""13214343""}",current,,base,"[""https://creativesol.com/?utm_j=book""]",base,"[""4089844462""]",base,"[{""freeform"":""1766 Palo Verde Ave"",""locality"":""East Palo Alto"",""postcode"":""96303"",""region"":""CA"",""country"":""US""}]",current,,current,,base
08f44cd590505c4d031e70722821a0fa,562949953613741,"{""primary"":""Abra Auto Body Repair of America""}",base,"{""primary"":""auto_glass_service"",""alternate"":[""auto_body_shop"",""automotive""]}",current,"[""http://www.abraauto.com/about-auto-glass-chattanooga-tn/""]",base,"[""4235100600""]",base,"[{""freeform"":""6009 International Dr"",""locality"":""Chattanooga"",""postcode"":""37421"",""region"":""TN"",""country"":""US""}]",current,,current,,base
1125899912543916,1970324839825558,"{""primary"":""RockItCoin Bitcoin ATM""}",current,"{""primary"":""atms""}",base,"[""http://www.rockitcoin.com/""]",base,"[""8887024826""]",base,"[{""freeform"":""2284 Baltimore Blvd"",""locality"":""Finksburg"",""region"":""MD"",""country"":""US"",""postcode"":""21048""}]",current,,current,,base
